text,label
"@TedKay19 @AlexBerenson If somehow the Marxist socialistic left takes control through the election then nobody will be writing any books about ""the facts &amp; propaganda of covid-19"" because those topics will then be considered ""Propaganda"" &amp; will not be allowed to be published. #TRUMP2020ToSaveAmerica",conspiratorial
"Australia needs public investment during the Covid recession, not tax cuts | Greg Jericho | Business | The Guardian
Greg Jericho, on the money.
@GrogsGamut  ",Non-conspiratorial
"Studies are showing that steroids are proving to be the most effective treatment found to date. Treatment is just as important as a vaccine. Maybe we should put more effort in treatment. 

",Non-conspiratorial
moscow interest africa business interested new world order uk usa france killed family gay marriage legislation next kill sovereignty bring virus scare take fundamental human rights microchip,conspiratorial
"@ninehalo369 @RockyMountViews @ActionNewsJax 19-50% of non-elderly Americans have pre-existing health condition that will affect Covid-19 impact.  CDC 

Covid-19 related deaths are UNDER-REPORTED in America by 20% when you calculate ""excess deaths"".  ""Excess deaths"" are used to calculate Flu deaths every year. ",Non-conspiratorial
Turns out the people dying from covid are old or sick or both. How many of you pussy's got played ? and who's going to get played the next time.,conspiratorial
"@abgutman: 250,000 people died of coronavirus in the US. 

That's *more* than the entire population of Richmond or Des Moines or Birming",Non-conspiratorial
Kim Jong-un Secretly given Covid Vaccine  ...  !?  ,Non-conspiratorial
@betty1937 @charliekirk11 Yep help for us for the virus his buddies in China released for this purpose.,conspiratorial
"@nytimesworld China spread the virus to Italy, I hope Italy never forgets that fact.",Non-conspiratorial
"eRT @Independent: Hong Kong SAR Province of China closes government offices in new anti-virus curbs

 ",Non-conspiratorial
@MichaelPaolo11 @AthenaOlinger @60Minutes @gtconway3d Facts are Trump knew the virus was deadly and airborne in February and lied.Fact is Trump sent 17 tons of PPE to China that same month. Fact is he held super spreader events Feb and March w/ no masks. Maybe taking scientists off the ground in China wasnt such a great idea ,Non-conspiratorial
@salander688 @ScottWAtlas @realDonaldTrump There's at least 13mm people that recovered from the China virus in the USA.,Non-conspiratorial
"China gave COVID-19 vaccine candidate to North Korea's Kim, U.S. analyst says ",Non-conspiratorial
"@GadSaad Here is the mayor of Florence embracing a Chinaman as part of the 'Abbracia in Cinese' ('Embrace a Chinaman') campaign.
China was pulling out all the stops, complaining of discrimination against Chinese people due to the virus.
The slogan was 'I'm not a virus'.

Criminal. ",Non-conspiratorial
@Lifeson90 @newscomauHQ A word of remorse for a virus that didn't originate in China?,conspiratorial
"@FoxNews @BretBaier Hard to oppose entrenched sharp elbowed Fauci who cleverly politicized the China virus . Plague will be over with time tested QUARANTINE . Halt the hysteria , isolate the elderly and vulnerable,  care for the healthy with apolitical health measures , therapeutics and vaccines .",conspiratorial
"@TheLeadCNN On Jan. 28, the WHO praised China for its speed and openness in dealing with the virus. The same day, President Trump expanded U.S. airport screenings to identify travelers showing symptoms and instituted mandatory quarantines.",Non-conspiratorial
"China gave COVID-19 vaccine candidate to North Korea's Kim, U.S. analyst says ",Non-conspiratorial
@MadddWWWorld @thehill Ummmmm.   Its a China virus.   They should be the ones held accountable,Non-conspiratorial
"Sad to see @realDonaldTrump  lose DrAtlas as advisor on the China virus pandemic.Dr Atlas provided the most reasonable, sound and correct advice amidst a sea of ridiculous #FauciFanatics Americas Loss. Science is dangerously politicized!  RealNews IS DEAD! #openSchools #HCQworks ",conspiratorial
"@IngrahamAngle Well who is investigating China, Ukraine, and the Bidens?  Nobody!  Who is investigating the deliberate release of the virus for political revenge??  Who is investigating the money trails for all of the above?",conspiratorial
"But they still blame President Trump!  

Its the CHINA VIRUS!   @BidenCheated ",conspiratorial
@Reddkl @realDonaldTrump China's fault for holding back this virus until it was too late.,Non-conspiratorial
"@DonaldJTrumpJr No shit China owns Joe and the Dems.  Lets investigate how the virus started, from the Wuhan Lab?  How was Fauci involved?",conspiratorial
"@TheLeadCNN Inconsequential really. If we had officially acknowledged the virus and put a plan in place from the start we would not be at almost 270,000 deaths. Donald wants to continually blame China yet we did little to protect ourselves.",Non-conspiratorial
"@smh @ErykBagshaw China, kicking and screaming like a two year old, because they have been asked to report on a virus outbreak in China and to explain why they are marauding in the South China Sea. Also it's time for China to reflect on the treatment of its own and bordering countries citizens!!!",Non-conspiratorial
"@TomCottonAR @mpotter74 People in america have NO IDEA that blatant disrespect, the flat out lies, and how China blamed our american sailors for bringing the virus to them! CHINA NEEDS TO PAY!!!",Non-conspiratorial
"@juliettinkerbug @EWErickson You should be very surprised and upset, America handled the virus far worse than red China did",Non-conspiratorial
"A novel coronavirus (CoV) is a new strain of coronavirus.
The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19)  CO stands for corona, VI for virus, and D for disease.   #coronavirus #COVID19 ",Non-conspiratorial
"Kim Jong-un secretly given Covid vaccine from China as hes terrified of dying'
",Non-conspiratorial
@RepDebDingell Why arent you holding hearings to find out how such a deadly virus escaped from a laboratory in China &amp; made its way all around the world so fast? The virus didnt start in the United States it started in China We The People demand to know why you Democrats arent investigating?,conspiratorial
"Weeks after the election, CNN discovers China is behind the spread of the China Virus!  ",Non-conspiratorial
"I strongly believe the Chinese Government engineered the Covid Virus, and intentionally sent it to the US and other places.  Win win for China!  But I believe in UFOs and the government coverup, so who am I to say.",conspiratorial
I have decided to get 5 guys for dinner. Possibly my last one because I feel sick and think I have the NASTY China virus. Thanks!,Non-conspiratorial
"@GeraldoRivera Saw the Bill Gates briefing of COA video again, 2005. Bill said to get the drug already devised to make over the too religious people chill, they need to have a virus that needs a vaccine. Hello??? Huh? Then Fauci and Obama send cash ti Wuhan to create a virus?",conspiratorial
We have disinfectant sprays that kill the China virus why do we not process this to mist people to kill the virus I understand other countries are doing this already with great benefits. Makes too much since I guess.,conspiratorial
"For months (!) we've heard how China beat the virus, had figured the virus out, etc. They're probably on par with the rest of the pac rim, but the fact the Media covered for them for so long shows how diabolical @CNN, et al. are and why firebombs are too gentle a fate for them. ",Non-conspiratorial
"@Kenshen_Han @jaquix173 @9NewsAUS Decoupled.. Hmm.. So you don't respect the RCEP deal you signed with Australia..
China respects no deal. It is a rogue country.. And wants to keep grabbing lands of others after spreading virus",Non-conspiratorial
"@lostand65063321 @Jerry_grey2002 Right now you just standing in front of me and keep saying China virus, and what I wanna know is can you show me some powerful evidence that the virus was came from China? could you pls tell me whats the point?",conspiratorial
The Kims and several senior North Korean officials have been reportedly vaccinated. #FMTNews #Covid19 ,Non-conspiratorial
"Seems like ""China virus"" was kind of apt then, eh? They tried to cover it up, failed, and now we're here...",Non-conspiratorial
"China gave COVID-19 vaccine candidate to North Korea's Kim, U.S. analyst says ",Non-conspiratorial
"@_ChrisCurtis But Trumps called it the ""China Virus"". Stupid man??",Non-conspiratorial
@TheLeadCNN How is it possible for China to test for Covid.19 in February? Does this mean they had  a test for covid-19 and didn't share it with the world? Also does anybody know what China is doing about a vaccine do they have a vaccine are they offering the people of China vaccine?,Non-conspiratorial
@DonaldJTrumpJr And yet Inteligence told the WH of a potentially catastrophic virus in China in NOVEMBER.,Non-conspiratorial
@RitaPanahi u wouldt explain why USAs flucase in last year suddenly disappearu wouldnt explain why theres no clear evidence to show the origin of virus but ppl like u can be so sure it originated from china. it's just ur prejuidice and arrogantsits a shame that ur a reporter.,conspiratorial
We should remember those who bravely stepped up when it counted: the healthcare workers &amp; researchers around the worldstarting w/ Professor Yong-Zhen Zhang and Doctor Li Wenliang of China who released #coronavirus sequence to the world so scientists could get to work on vaccine.,Non-conspiratorial
"Why is no one asking questions? How did China, after releasing the virus record only 4000 deaths without a vaccine and without lockdowns or crashing small businesses and America records 250,000 deaths even after lockdowns, killing small businesses. 
#dirtypolitics. ",Non-conspiratorial
@DocCoyle @DonaldJTrumpJr Do you believe China lied about the origin of the virus?,Non-conspiratorial
"@joshuawongcf Chinese Virus brings astronomical deaths to USA, also, China annually exports 50,000+ pregnant women to pollute American gene pool! Time for America to halt blind openness and generosity! Please criminalize immigration via pregnancy !!",Non-conspiratorial
@RepDebDingell How come youre not going after China for allowing such a deadly virus to get out of their laboratory? Thats where the virus originated and came from. Why arent any of you Democrats holding hearings on that? ,conspiratorial
@CNN So you called Pres Trump a liar and harassed him for calling it the China virus. Are you ready to apologize for the last 4 years of horrendous reporting?,Non-conspiratorial
@ACTBrigitte Been saying that for a long time. I think this is his virus developed in China,conspiratorial
"#Fauci - why oh why did he bring the Corona Virus to Wuhan, China??? It was not supposed to be touched or moved at all!!! Maybe Fauci &amp; Gates wanted to sell vaccines ??? @PhillipDenton  @IngrahamAngle  @charliekirk11  @MariaBartiromo  @McalpinRichmond  @JudgeJeanine  @TomFitton",conspiratorial
"@davidmn316 @Dianabe35787249 @Regan0002112 @PressSec @realDonaldTrump Biden actually didn't say he was xenophobic for halting travel. He said he was xenophobic for calling it the China virus. But I guess if fox and such keep repeating it, you guys will believe anything. But to answer your question- if Trump led, truthfully about virus, less die.",Non-conspiratorial
"Florida Governor says Florida Schools have 17000 more Students this year than last year.
Reason? People with part time residency in Florida have become permanent residents because Florida Schools ARE Open.
Also, the Data shows that NO adult has caught China Virus from a Child.",Non-conspiratorial
Can we go back to calling it the China virus now? #AskingForAFriend ,Non-conspiratorial
"@RubinReport That's a nice story. The only problem is that Europe was mainly responsible for the global spread of the virus, not China. #Covid19 ",conspiratorial
"@ABC Dr. Fauci is a fraud. This Medical Muppet has known for months, as far back as June, from multiple medical studies that children are at almost zero risk from the Chinese Wuhan virus.",conspiratorial
@DrewHolden360 @MZHemingway How many covid-19 can we link back to the media's TDS reaction to everything the White House said. How long does hydroxychloroquine been sidelined because of media TDS reaction. How long did China go without disclosing key information because of media TDS reaction,conspiratorial
"@DrewHolden360 Didn't start in China. They've found earlier cases of COVID all over the world, with Spain in March 2019 being the earliest. Europe was responsible for the global spread of the virus, not China. ",conspiratorial
"@CNN Europe was primarily responsible for the spread of the virus, not China. ",conspiratorial
"@joshuawongcf Liberate China, revolution of our time !!! The Virus is released by Chinese tyrannical bloc to counter Trump-Putin-led global populism !!! ",conspiratorial
"@XHNews Australia did apologise. Why doesn't China apologise to Taiwan, Tibet, or Hong Kong? Why is China building Muslim concentration camps in Xinjiang? How did the virus start again? What was Tiananmen Square?",Non-conspiratorial
"On 1st Dec 2019, first case of #COVID__19 was identified in Wuhan, China. So far, we lost almost 14.7 lakh due to this contagious virus worldwide with total 6.3 crore reported infected. India's death count being 1.38 lakh. And it's not over yet, PLEASE take care and keep healthy.",Non-conspiratorial
"@TimespaceC @pastorlocke How can I rejoice , it was the@best economy in my lifetime until China released the virus. What is wrong with u people. Prolly on gov money, do u work?  Im really trying to understand",conspiratorial
"That movie c channel was ""Nuxx vault."" That's why I suspect China launched biological attack intentionally with Wuhan virus shortly after. They've done everything merely by following what I watch, read, do online, offline, by mak ikng stupid judgment, even by a music video.",conspiratorial
"@SenatorDurbin No, Americans are dying because CHINA released a deadly virus on our country. Congressional GOP and President Trump told you 7 months ago that your bullshit bill would never pass. YOU have never worked on it again hoping Sleepy Joe would pass it. NO, and still NO#BidenCheated2020",conspiratorial
"But remember people, you were racist to not have touted the WHO and Chinas propaganda about what a great job they did. To blame China for their handling of the virus is wrong and its now the American virus. #CCP are liars and spread it to the world on purpose. Oops  ",conspiratorial
"@bryceandcash @RandPaul China was suckerpunched by that virus too. It was over a month before their government realised that they had a pandemic on their hands, while Trump and the rest of the western world were notified on Jan 15 that there was a huge problem, AND THEY DID NOTHING.",Non-conspiratorial
"I still sometimes think about this tankie tweet I saw months ago that was like, If China makes a vaccine first theyre going to give it to the world to FREE, but if the US makes one first theyre going to charge everyone a billion dollars for it",Non-conspiratorial
"@memeslut_74 @CNN So Im xenophobic for suggesting that China was lying about their numbers..? Cant be for any other reason assuming you know nothing about me. 

Turns out what I figured to be true IS true. China lied about the virus and how the hand a handle on it",Non-conspiratorial
"@DonaldJTrumpJr Your father lied and told Woodward he was lying. He's still lying about the virus. Oh Wait, he's golfing. No one disputes China lied - their own doctor was persecuted and it was well covered in the press.",Non-conspiratorial
"I wonder if China calls obesity The United States Virus

#COVID19",Non-conspiratorial
"Can't even blame Chine for ruining the psyche of an entire American generation who we relegated to closed confinement in front of monitors instead of schools, in the name of a fake virus. I blame evil leadership in cahoots with China.",conspiratorial
Also wanted to know who at individual hospitals is in charge of making sure PPEs are kept well stocked. My reason for this ? Is I was in CA last Jan - February 11. I knew this virus was a big deal as US citizens were being evacuated from China,Non-conspiratorial
@Mike_Pence Hope you know where the virus started  I do it started with Obama Biden and fauci Obama gave fauci a grant to study the virus then released the danger so they told him to stop he when behind there back and sent it to China along with the grant money and thats how they got the vi,conspiratorial
"@johnlpainter @yellowdaisyami @realDonaldTrump Thats where you are wrong.  So a virus that was started in a war lab during Obamas years, Trump found out cancelled the funding and it gets moved to WUHAN CHINA who was loosing a trade war and BAM it just so happens to get released and Pelosi says no biggy",conspiratorial
There's a lot of kids failing schools because of the China virus shutdowns,Non-conspiratorial
"@Mully1897 @stanhammer1978 @GovTimWalz We're wearing masks. Even though COVID is less severe than common cold/flu. By the way, why don't we talk about why China Manufactured this virus? It's a fact..",conspiratorial
China gave COVID-19 vaccine candidate to North Korea's Kim: US analyst ,Non-conspiratorial
"@PlasFron @JuliaHB1 This is Wuhan, the epicentre of Covid-19. Partying hard - no masks, no safe distancing and NO EFFIN VACCINE 

DO YOU GET IT NOW? ",Non-conspiratorial
"@MSNBC China news shows they didnt know what happed, how they lost control! Trump was told what would happen and he ignored it! This is trumps virus and his ignorance has us where we are today! Number #1 in failures!",Non-conspiratorial
"@dktatlow @Ayjchan @norman7177 ""We work more than 16 hours a day, which is equivalent to using one day as two or three days."" said Wang Zejun, director of the Viral Vaccine Research Office of Wuhan Institute of Biological Products Co., Ltd.""",Non-conspiratorial
@KatiePavlich wow. cnn finally realizes that china lies; just most recently about the virus.,Non-conspiratorial
@abc7newsbayarea I'm comfortable calling it the Chinese virus.  It came from China.  The media tries so hard to pick fights over stupid things.,Non-conspiratorial
@KatiePavlich My mother was in the hospital at the end of last January when virus info was minimal. ALL doctors/nurses referred to it as the CHINA VIRUS bc there was NO official name until February! This was before Trump named it so the irrational children on the left can knock off the crap!,Non-conspiratorial
"@ClipperSpencer @CAgovernor @GavinNewsom Yes, 99.997% of us will survive Wuhan virus, but none of us survives starvation.   I suppose when you are hungry enough, you will understand.  Some people learn from others, some learn the hard way, so suit yourself.   If you have zero curiosity, about what is happening, fine.",conspiratorial
"@DrewHolden360 Given that the WHO has conceded to Chinas demands that its commission into the origin of the virus be directed by Chinese scientists (no surprise there), highly unlikely its report will reveal much worthy of being trusted.",Non-conspiratorial
@jolie_prophet @edc40001 @jenniegarner58 @DanielY10737302 @jamesmiller62 @RitaPanahi @zlj517 I totally understand your feeling. I am sorry about all the loss. My wife's hometown is an hour's drive away from Wuhan and we are in California since last year. We are living in this fear since the very beginning. I believe in humanity and united we can beat the virus.,Non-conspiratorial
"CNN talking about this whistleblower in China talking about leaked documents about the virus, like bruh at least China did something to stop the spread",Non-conspiratorial
Ofc China-Virus misinformation finally confirmed by the China News Network ,Non-conspiratorial
"Should we believe anything from places named ""China"" that reported misleading numbers on COVID and was not transparent about the virus spreading in their country?

",Non-conspiratorial
@zyntrax we got here when China release a bullshit virus and Government pushing this bullshit.,conspiratorial
Why is nobody really talking about the fact that China seems to have conquered COVID without a vaccine? And why do we need a vaccine with a 95% efficacy rate when we have a 99% COVID survival rate WITHOUT any vaccine?? ,conspiratorial
"China gave COVID-19 vaccine candidate to North Korea's Kim, U.S. analyst says - ",Non-conspiratorial
We took our eye off the ball when the tRump administration disbanded our virus team in China 2018-2019 ,Non-conspiratorial
Bernie Sanders should opt for a government-created vaccine from China or Russia ,Non-conspiratorial
@benshapiro Wondering how CHINA recovered so quickly without a vaccine?,Non-conspiratorial
China gave Covid-19 vaccine candidate to North Korea's Kim Jong Un: US analyst ,Non-conspiratorial
"@DrsMeena Over 33,000,000 million people have recovered from the China virus!!! The vaccine is just for Rich people and we dont know what side effects are yet !! So Im not gonna get it or the flu shot",conspiratorial
@KatiePavlich China sent 3 planes/week from Wuhan to New York City.....and so the virus began!  Trump stopped them and stupid ass Biden called him a xenophobe!!,Non-conspiratorial
"@hillbillyspider @WesternCanada1 @gmforbes35 @mattgurney We were not burned by China on vaccine, despite the poster's claim. That's the issue here.

There are a lot of issues with China. This is not one of them.

Trade, human rights, FIPA, Taiwan, Hong King, money laundering.... 
We have those same issues rith US &amp; Russia etc., BTW.",Non-conspiratorial
@hongwei @ChinaLawTransl8 They will literally go to any lengths for propaganda purposes. Im in no way anti China but its a clear fact that No 2 priority (after control virus) is to push the it was imported narrative,Non-conspiratorial
"We would've found this months ago but we were too busy yelling at Trump for calling it the China virus

Stay woke  ",Non-conspiratorial
@kylegriffin1 Fauci is the one who has had 3 different opinions on every aspect of the Wuhan Virus response. Unlike CNN and others Atlas has not killed Americans by disparaging effective medicines for political and financial reasons.,conspiratorial
"""The first and major issue is that the novel Coronavirus SARS-CoV-2 (in the publication named 2019-nCoV and in February 2020 named SARS-CoV-2 by an international consortium of virus experts) is based on in silico (theoretical) sequences, supplied by a laboratory in China [1]",conspiratorial
@TheLeadCNN Liberals spoke non stop about how China had control of the virus and Trump didn't know what he was doing. What a convenient time to release this report (AKA the truth).,Non-conspiratorial
"The 2020 Election was
a failed attempt to Steal this Presidency by MSM
and crooked Democrats.
How many Democrat
Politicians have gotten the
China Virus Jake? ",conspiratorial
"All summer Joe Biden has been telling us that once he was elected, he would cure the china virus.  Well, now that hes, evidently, elected all hes got to offer is a mask?  Cmon man, Donald Trump has given us a vaccine and Joe Biden gives us a mask?",Non-conspiratorial
people die everyday. especially from the virus china caused and sent to the US. doesnt mean we shouldnt be allowed to have gatherings over something with a 99+% survival rate. ,conspiratorial
World wanted to know where virus came from. Aus tried to ask. Aus now gets an economic slapping from china. World be warned! #china #Australia #judgenotlessyebejudged,Non-conspiratorial
"@Gothlick @_MobGhost @E1986Reed YOU certainly are.

A virus epidemic can only happen to the extreme if engineered.

Which the Wuhan in China lab was made up.

That animals have been passing on virus like Ebola n Coronavirus etc.

That government have been tracking the virus from sewerage.",conspiratorial
"@tazgecko @BaxterPeterba @johnlittle @JohnSarich2 Morrison is do incompetent. Look how NZ is handling China. Morrison being such a trump lackey made the first move to ban Huawei, the first to demand investigation of virus targeting China only, even before US made any actual moves. What a dumb leader!",Non-conspiratorial
@TheLeadCNN Duh. Thinking people j we this all along. Communists have to hide things that go wrong. Only the mainstream media would trust China to tell the truth. Orange Man Right in the China virus.,Non-conspiratorial
"@Angry_Staffer @DonaldJTrumpJr I dont care about China simply put.... I do care that the US knowing more about a virus didnt use our best talent to have a plan. They basics of government is to protect its citizens, they didnt even try. ",Non-conspiratorial
"@DonaldJTrumpJr They knew 10 months ago,  they just wanted to blame President Trump for it. Who helped China release this virus and who are the people who gained from the virus and abused their power because of the virus?",conspiratorial
"December. *sigh* I think it was around this time last year I first read about a strange new virus in Wuhan... I figured it was going to be another H1N1, ebola, or at worst, SARS outbreak. Well...",Non-conspiratorial
@AdamSchefter Play the dam Game - Jesus Christ - no one is going to die from the China Virus on the team. There is a higher probability that someone healthy dies in a car crash vs. the China Virus - trash  @NFL,conspiratorial
"Good thing @POTUS shut down travel from China &amp; Europe when he did.   Manufactured virus should never have been released, and China is responsible. ",conspiratorial
@alexhk2019 @HuXijin_GT In fact China almost solved the virus in 4 months and your stupid government politicized the virus,Non-conspiratorial
"@IngrahamAngle 274,159 deaths 13,905,348 covid cases, 1000 Americans are dying every day from the Trump virus, even after the WH took control of all hospital data from the CDC 'it is what it is' since Trump allowed over 40,000 infected citizens to enter from China via Europe after the shutdown.",Non-conspiratorial
"@JessiMarsh @bunnykittenpupp @tonikuehl12 @RobAnderson2018 But but trump said cold! Flu! Gone with warm weather! Stick bleach up your ass! Rockin' and rollin' by Easter! Don't wear face masks! I'm not responsible! China virus! Herd mentality! Jesus, I must stop - I just lost IQ points typing that crap. ",Non-conspiratorial
"@Noahpinion @calebwatney Well, China did approve one of its vaccine for use by its military in June. So there maybe have been some possibly sketchy and unethical challenge trials before that, that was useful information to them but not something they could get broad international approval from",Non-conspiratorial
China cannot Kill Tens to Hundreds of Thousands people and Destroy Economies via Military Force but Accidentally release a Virus to the World? SARS and Avian Influenza were only Trial Runs and giving China manufacturing supremacy has given them the power to Threaten Sanctions ,conspiratorial
@SkyNewsAust @ScottMorrisonMP China will send us a new Wuhan virus v.2 to lock us down for another year. Time to kowtow to all communist China  ,conspiratorial
"@shelbiestrykers You have a keen eye for sarcasm. The point remains, though: either experience a mandated lockdown or wait for a vaccine. China opted for the former and the results and unsurprising.",Non-conspiratorial
"@giddyupbill A bit low for the Chinese. They are pretty ticked off though by the @ScottMorrisonMP government saying the origins of the virus in China needed to be investigated, following the dotard into the brawl. Hence the trade mess.",Non-conspiratorial
"@TheLeadCNN No shit, maybe if you all took a couple days off bashing our President, you could have done some journalism with the China virus at the start. The media is worst then the virus.",Non-conspiratorial
"@PeterTemple @SuDharmapala PM might not have called covid the China virus, but his enthusiastic echoing of calls to investigate China and to belt the WHO, sounds very much like the bellicose rhetoric of the departing US President Trump.

Attempting to present as a mini-me Trump thug is not well timed.",Non-conspiratorial
In February i was assigned to write a paper about how existing drugs could be modified to effect that crazyy virus they were having in china. its. a fairly simple and well studied virus. ,Non-conspiratorial
"@CNN China mishandled #coronavirus #COVID19 for 4 weeks, while USA and Europe mishandled the virus for 9 months and continuing.",Non-conspiratorial
"@JimboJo46338386 @RuthieJenkins19 @adamtowler2 @CNN They didn't hide. They had an awfully slow response initially.

It is not their fault. The virus doesn't even fucking originate in China.",conspiratorial
"@CountryRoads2 Wait until they learn that China leaked the virus on purpose. Cant convince me otherwise. They couldnt fire a weapon by gawly, bio-terrorism will work.",conspiratorial
@Rui55500625 @WarrenLead @zlj517 Actually the latest research from China suggests that the virus came out of India/Bangladesh.  ,conspiratorial
No shit???  You mean that China can't be trusted?  I sure wish someone had mentioned that about a year ago when all this virus stuff started. ,Non-conspiratorial
"A novel coronavirus (CoV) is a new strain of coronavirus.
The disease caused by the novel coronavirus first identified in Wuhan, China, has been named coronavirus disease 2019 (COVID-19)  CO stands for corona, VI for virus, and D for disease.   #coronavirus #COVID19 ",Non-conspiratorial
"@DonaldJTrumpJr Your Dad Knew the virus was bad and to this day is STILL LYING ABOUT IT, HE BLAMED CHINA BUT IN THE US ITS ALL HIS FAULT FOR NOT TELLING US AND FOR NOT INSTILLING THE STRICT GUIDELINES OF MASKING AND DISTANCING FROM OTHERS",Non-conspiratorial
@DonaldJTrumpJr Not too harsh on China cost Trump presidency. He should never negotiate with CCP. Just cut wire. Then there won't be virus at all.,Non-conspiratorial
"I hope no one is surprised by this. And once we have a vaccine and the world is back to ""normal"" I hope we are able to fully investigate China. Not sure what our options are for punishment, but can't let them skate by for pure negligence. ",Non-conspiratorial
"@real_jasonchen How am I deflecting? The virus clearly couldve been controlled better by the source country, China. Can you admit it now that CNN is finally reporting on Chinas suppression of facts 11+ months later?",Non-conspiratorial
"@KoenSwinkels Here comes the mainstream excuse for pressuring / attacking China. US intel probably leaked this. Soon we will see leaked reports of the virus having originated in a Chinese lab, and then WWIII?",conspiratorial
"@Doc_Buso The thing that gets me is when ppl say why would they release a virus onto their own people?. Umm hello, its China were talking about here. You really think they wouldnt sacrifice a few thousand of their own to achieve their goals? Of course they fuckin would!!",conspiratorial
"@danieltobin @CNN Maybe. But he still did the same thing. Downplayed the risk, and lied about the spread and tried to fudge the numbers. Sad thing is that China at least tried to curb the virus",Non-conspiratorial
It is a HOAX. Bill Gates &amp; George Soros &amp; China Virus. All to bring down Great Leader of All Time Donald J Trump. MAGA.  He will find a way to beat this HOAX!! ,conspiratorial
"@CNN LOL...is this ""BREAKING NEWS""? 
China has LIED ITS ASS OFF SINCE THE BEGINNING OF THIS VIRUS.

Here's another news flash: THEY STILL ARE. 

Que the CCP shills.",Non-conspiratorial
"@TheLeadCNN Trump was right.  
Trump is always right.

China virus.",conspiratorial
@Sense_of_common @rod27614 @WWKarinaD @gra1967 @CBSNews Lets start with a national mask mandate which has been strongly recommended by doctors &amp; experts. Should have stopped travel from Europe China in January when Trump knew how deadly the virus was. Gatherings of people without masks &amp; social distancing is dangerous. List goes on,Non-conspiratorial
"@jkempcpa I agree that China is very bad, but Trump abandoned the USA to the virus. I just find that unforgivable. China is openly our adversary . Trump was supposed to protect &amp; serve our people &amp; secretly did not.  I get your point, I just don't agree  China is worse than Trump.",Non-conspiratorial
@PamBorgelt @alexandracaboo @RealTinQerbell @LLinWood China released the virus onto the world to destroy Americas economy (Trumps) DemoRATS used it as a political weapon to steal our election. The American people will never concede to election fraud. ,conspiratorial
"And Trump banging on about the ""China virus"" doesn't help. We are all in this together. It is nuts to turn it into a propaganda war. ",Non-conspiratorial
"China virus, created by Chinese communists in order to destroy American economy in collaboration with George Soros &amp; his liberal puppets/traitors in USA ",conspiratorial
"@CNN Who gives a shit about China. Trump Administration knew about this virus before it made it here and they dropped the ball. Not on China. This is on US Gov not doing it's job to protect the citizens of the US. Stop blaming someone else for US screw ups, not China's responsibility.",Non-conspiratorial
"Um nothing is a super spreader event with covid because it's a toxin not bio virus.People don't spread it. The bastards use planes,air,water, dispensaries to spread it.Typical jerks blaming the people for something they did.They meaning China&amp; they're being puppetted by the corp. ",conspiratorial
"@maslowsflawed @Tom_Fowdy @zlj517 Butt Australia releases its investigation, China encourages genocide and never investigates and never will release information, look at their dummy spit over the just call to investigate the Wuhan virus",Non-conspiratorial
"@CNN Breaking News: Thats why we call it the Chinese virus,  it started in China. You finally caught on.",Non-conspiratorial
@stfuelliott @joanna_louise0 I did lol. And they were also happy to see me. Do you know why? Because being isolated like this for them is worse than a virus. They think people like you are useless and worse than the china plague. ,conspiratorial
@elaine_mulvey @Imagine93700999 @BreesAnna China seems to have managed without a vaccine.,Non-conspiratorial
"This also pretty much proves that the nun ers from China are accurate. When the virus was getting under control, they did an audit to make sure all their data was good, they added around 50% more deaths. This means their internal numbers are the same as the official numbers. ",Non-conspiratorial
"Big Pharma waits until after the election to announce its vaccines.

CNN waits until after the election to announce China covered up the virus.

Trump was right all along.

#Where_is_my_vote",conspiratorial
"@Gazby77 @piersmorgan Third issue, Wuhan was in lockdown a month or more before the rest of the world &amp; still allowed flights out of Wuhan airport to spread the virus..... with incompetence like this, who is to say similar incompetence with a vaccine isnt around the corner?",Non-conspiratorial
@TheLeadCNN We all knew this...remember you were getting upset at the president for calling it the China virus? You people are a joke,Non-conspiratorial
@BassettoDi There's a reason it's called the CHINA virus.,Non-conspiratorial
"@CNN @cnnbrk When China was dealing with the virus, its unknown and hard to recognize. When the rest of the world was dealing it, they were all warned and prepared in some way. See who is the better student? We suffered, we learnt and we won. You mock, you blame, you ignore, now you deserve.",Non-conspiratorial
"@realDonaldTrump @OANN @dougducey The United States graduated with chemical weapons. It leaked the virus and could not hide its mistakes. The virus threatened the United States itself. Only then did the virus spread to China and drag China into the water, so that Americans would not be condemned by the world.",conspiratorial
"@CNN Who cares. Most knew/know China underreported their numbers. Come down to, what we did when we found out about the virus.",Non-conspiratorial
"@realDonaldTrump @OANN The United States graduated with chemical weapons. It leaked the virus and could not hide its mistakes. The virus threatened the United States itself. Only then did the virus spread to China and drag China into the water, so that Americans would not be condemned by the world.",conspiratorial
@DonaldJTrumpJr Now can we finally rename it the Wuhan virus?,Non-conspiratorial
@DonaldJTrumpJr @jaketapper @cnnbrk @CNN thats why Trump stopped flights from  China!  They lied about the China virus. You really need to get some better reporters,Non-conspiratorial
@michell98447422 @HodsonMck721 @Senator_Patrick @MFA_China Dont forget the Wuhan virus thats now all over the world which is a virus weapon from CCP,conspiratorial
